,State,County,County FIPS Code,Opioid Dispensing Rate per 100,year
1542,MO,Morgan County,29141,4.2,2019
1543,MO,New Madrid County,29143,7.6,2019
1544,MO,Newton County,29145,22.0,2019
1545,MO,Nodaway County,29147,39.4,2019
1546,MO,Oregon County,29149,4.9,2019
1547,MO,Osage County,29151,21.5,2019
1548,MO,Ozark County,29153,12.3,2019
1549,MO,Pemiscot County,29155,73.2,2019
1550,MO,Perry County,29157,8.3,2019
1551,MO,Pettis County,29159,36.6,2019
1552,MO,Phelps County,29161,83.5,2019
1553,MO,Pike County,29163,38.9,2019
1554,MO,Platte County,29165,38.8,2019
1555,MO,Polk County,29167,44.6,2019
1556,MO,Pulaski County,29169,37.3,2019
1557,MO,Putnam County,29171,10.8,2019
1558,MO,Ralls County,29173,12.6,2019
1559,MO,Randolph County,29175,33.1,2019
1560,MO,Ray County,29177,35.8,2019
1561,MO,Reynolds County,29179,8.9,2019
1562,MO,Ripley County,29181,40.1,2019
1563,MO,St. Charles County,29183,37.5,2019
1564,MO,St. Clair County,29185,33.3,2019
1565,MO,Ste. Genevieve County,29186,26.1,2019
1566,MO,St. Francois County,29187,107.4,2019
1567,MO,St. Louis County,29189,73.4,2019
1568,MO,Saline County,29195,50.1,2019
1569,MO,Schuyler County,29197,1.2,2019
1570,MO,Scotland County,29199,32.1,2019
1571,MO,Scott County,29201,77.7,2019
1572,MO,Shannon County,29203,3.0,2019
1573,MO,Shelby County,29205,4.1,2019
1574,MO,Stoddard County,29207,43.2,2019
1575,MO,Stone County,29209,29.9,2019
1576,MO,Sullivan County,29211,66.1,2019
1577,MO,Taney County,29213,70.5,2019
1578,MO,Texas County,29215,26.9,2019
1579,MO,Vernon County,29217,39.5,2019
1580,MO,Warren County,29219,9.0,2019
1581,MO,Washington County,29221,12.8,2019
1582,MO,Wayne County,29223,0.6,2019
1583,MO,Webster County,29225,29.3,2019
1584,MO,Worth County,29227,0.6,2019
1585,MO,Wright County,29229,57.2,2019
1586,MO,St. Louis city,29510,89.3,2019
1587,MT,Beaverhead County,30001,39.6,2019
1588,MT,Big Horn County,30003,9.6,2019
1589,MT,Blaine County,30005,12.1,2019
1590,MT,Broadwater County,30007,12.4,2019
1591,MT,Carbon County,30009,16.8,2019
1592,MT,Carter County,30011,0.9,2019
1593,MT,Cascade County,30013,57.1,2019
1594,MT,Chouteau County,30015,16.0,2019
1595,MT,Custer County,30017,81.1,2019
1596,MT,Daniels County,30019,0.8,2019
1597,MT,Dawson County,30021,34.6,2019
1598,MT,Deer Lodge County,30023,51.5,2019
1599,MT,Fallon County,30025,0.9,2019
1600,MT,Fergus County,30027,39.3,2019
1601,MT,Flathead County,30029,68.1,2019
1602,MT,Gallatin County,30031,30.4,2019
1603,MT,Garfield County,30033,7.1,2019
1604,MT,Glacier County,30035,16.0,2019
1605,MT,Golden Valley County,30037,0.1,2019
1606,MT,Granite County,30039,19.5,2019
1607,MT,Hill County,30041,30.3,2019
1608,MT,Jefferson County,30043,16.3,2019
1609,MT,Judith Basin County,30045,0.5,2019
1610,MT,Lake County,30047,44.0,2019
1611,MT,Lewis and Clark County,30049,46.9,2019
1612,MT,Liberty County,30051,10.3,2019
1613,MT,Lincoln County,30053,57.2,2019
1614,MT,McCone County,30055,37.2,2019
1615,MT,Madison County,30057,12.8,2019
1616,MT,Meagher County,30059,27.3,2019
1617,MT,Mineral County,30061,19.3,2019
1618,MT,Missoula County,30063,60.3,2019
1619,MT,Musselshell County,30065,32.9,2019
1620,MT,Park County,30067,28.5,2019
1621,MT,Phillips County,30071,46.2,2019
1622,MT,Pondera County,30073,40.1,2019
1623,MT,Powder River County,30075,1.7,2019
1624,MT,Powell County,30077,44.3,2019
1625,MT,Prairie County,30079,21.8,2019
1626,MT,Ravalli County,30081,32.0,2019
1627,MT,Richland County,30083,33.7,2019
1628,MT,Roosevelt County,30085,28.6,2019
1629,MT,Rosebud County,30087,18.3,2019
1630,MT,Sanders County,30089,45.5,2019
1631,MT,Sheridan County,30091,4.9,2019
1632,MT,Silver Bow County,30093,55.2,2019
1633,MT,Stillwater County,30095,20.9,2019
1634,MT,Sweet Grass County,30097,12.1,2019
1635,MT,Teton County,30099,13.4,2019
1636,MT,Toole County,30101,117.1,2019
1637,MT,Valley County,30105,15.9,2019
1638,MT,Wheatland County,30107,3.9,2019
1639,MT,Yellowstone County,30111,73.7,2019
1640,NE,Adams County,31001,47.3,2019
1641,NE,Antelope County,31003,42.1,2019
1642,NE,Boone County,31011,12.7,2019
1643,NE,Box Butte County,31013,73.8,2019
1644,NE,Boyd County,31015,12.2,2019
1645,NE,Brown County,31017,8.1,2019
1646,NE,Buffalo County,31019,75.7,2019
1647,NE,Burt County,31021,19.2,2019
1648,NE,Butler County,31023,50.5,2019
1649,NE,Cass County,31025,10.1,2019
1650,NE,Cedar County,31027,15.9,2019
1651,NE,Chase County,31029,86.3,2019
1652,NE,Cherry County,31031,20.1,2019
1653,NE,Cheyenne County,31033,28.1,2019
1654,NE,Clay County,31035,2.7,2019
1655,NE,Colfax County,31037,12.0,2019
1656,NE,Cuming County,31039,5.2,2019
1657,NE,Custer County,31041,47.0,2019
1658,NE,Dakota County,31043,20.6,2019
1659,NE,Dawes County,31045,36.9,2019
1660,NE,Dawson County,31047,26.7,2019
1661,NE,Deuel County,31049,3.0,2019
1662,NE,Dixon County,31051,10.6,2019
1663,NE,Dodge County,31053,55.2,2019
1664,NE,Douglas County,31055,67.9,2019
1665,NE,Dundy County,31057,45.7,2019
1666,NE,Fillmore County,31059,20.1,2019
1667,NE,Franklin County,31061,75.4,2019
1668,NE,Frontier County,31063,3.2,2019
1669,NE,Furnas County,31065,27.5,2019
1670,NE,Gage County,31067,25.6,2019
1671,NE,Garden County,31069,35.8,2019
1672,NE,Garfield County,31071,93.4,2019
1673,NE,Hall County,31079,67.0,2019
1674,NE,Hamilton County,31081,57.0,2019
1675,NE,Harlan County,31083,29.4,2019
1676,NE,Hayes County,31085,2.1,2019
1677,NE,Hitchcock County,31087,18.5,2019
1678,NE,Holt County,31089,24.2,2019
1679,NE,Hooker County,31091,13.2,2019
1680,NE,Howard County,31093,40.8,2019
1681,NE,Jefferson County,31095,47.2,2019
1682,NE,Johnson County,31097,62.3,2019
1683,NE,Kearney County,31099,32.1,2019
1684,NE,Keith County,31101,48.2,2019
1685,NE,Kimball County,31105,16.4,2019
1686,NE,Knox County,31107,31.7,2019
1687,NE,Lancaster County,31109,52.1,2019
1688,NE,Lincoln County,31111,76.0,2019
1689,NE,Madison County,31119,71.3,2019
1690,NE,Merrick County,31121,39.1,2019
1691,NE,Morrill County,31123,16.4,2019
1692,NE,Nance County,31125,8.6,2019
1693,NE,Nemaha County,31127,67.8,2019
1694,NE,Nuckolls County,31129,9.0,2019
1695,NE,Otoe County,31131,45.0,2019
1696,NE,Pawnee County,31133,53.5,2019
1697,NE,Perkins County,31135,93.5,2019
1698,NE,Phelps County,31137,93.9,2019
1699,NE,Pierce County,31139,33.8,2019
1700,NE,Platte County,31141,31.5,2019
1701,NE,Polk County,31143,10.3,2019
1702,NE,Red Willow County,31145,49.9,2019
1703,NE,Richardson County,31147,15.2,2019
1704,NE,Rock County,31149,6.0,2019
1705,NE,Saline County,31151,25.9,2019
1706,NE,Sarpy County,31153,29.0,2019
1707,NE,Saunders County,31155,18.5,2019
1708,NE,Scotts Bluff County,31157,83.0,2019
1709,NE,Seward County,31159,27.5,2019
1710,NE,Sheridan County,31161,3.0,2019
1711,NE,Sherman County,31163,3.7,2019
1712,NE,Stanton County,31167,2.0,2019
1713,NE,Thayer County,31169,9.8,2019
1714,NE,Thomas County,31171,2.0,2019
1715,NE,Thurston County,31173,21.4,2019
1716,NE,Valley County,31175,32.3,2019
1717,NE,Washington County,31177,15.6,2019
1718,NE,Wayne County,31179,27.0,2019
1719,NE,Webster County,31181,6.5,2019
1720,NE,York County,31185,60.5,2019
1721,NV,Churchill County,32001,44.7,2019
1722,NV,Clark County,32003,49.1,2019
1723,NV,Douglas County,32005,42.4,2019
1724,NV,Elko County,32007,33.2,2019
1725,NV,Eureka County,32011,12.0,2019
1726,NV,Humboldt County,32013,10.5,2019
1727,NV,Lander County,32015,2.8,2019
1728,NV,Lincoln County,32017,52.5,2019
1729,NV,Lyon County,32019,11.6,2019
1730,NV,Mineral County,32021,58.9,2019
1731,NV,Nye County,32023,45.9,2019
1732,NV,Pershing County,32027,12.1,2019
1733,NV,Storey County,32029,34.3,2019
1734,NV,Washoe County,32031,55.9,2019
1735,NV,White Pine County,32033,29.1,2019
1736,NV,Carson City,32510,99.9,2019
1737,NH,Belknap County,33001,25.3,2019
1738,NH,Carroll County,33003,53.1,2019
1739,NH,Cheshire County,33005,29.4,2019
1740,NH,Coos County,33007,44.6,2019
1741,NH,Grafton County,33009,61.1,2019
1742,NH,Hillsborough County,33011,35.5,2019
1743,NH,Merrimack County,33013,46.8,2019
1744,NH,Rockingham County,33015,29.1,2019
1745,NH,Strafford County,33017,49.7,2019
1746,NH,Sullivan County,33019,24.2,2019
1747,NJ,Atlantic County,34001,57.9,2019
1748,NJ,Bergen County,34003,30.0,2019
1749,NJ,Burlington County,34005,54.2,2019
1750,NJ,Camden County,34007,64.3,2019
1751,NJ,Cape May County,34009,35.7,2019
1752,NJ,Cumberland County,34011,39.5,2019
1753,NJ,Essex County,34013,34.2,2019
1754,NJ,Gloucester County,34015,41.9,2019
1755,NJ,Hudson County,34017,20.2,2019
1756,NJ,Hunterdon County,34019,22.9,2019
1757,NJ,Mercer County,34021,38.2,2019
1758,NJ,Middlesex County,34023,31.1,2019
1759,NJ,Monmouth County,34025,40.9,2019
1760,NJ,Morris County,34027,36.1,2019
1761,NJ,Ocean County,34029,23.6,2019
1762,NJ,Passaic County,34031,32.1,2019
1763,NJ,Salem County,34033,24.9,2019
1764,NJ,Somerset County,34035,24.3,2019
1765,NJ,Sussex County,34037,23.8,2019
1766,NJ,Union County,34039,24.7,2019
1767,NJ,Warren County,34041,37.3,2019
1768,NM,Bernalillo County,35001,58.0,2019
1769,NM,Catron County,35003,24.4,2019
1770,NM,Chaves County,35005,55.3,2019
1771,NM,Cibola County,35006,18.4,2019
1772,NM,Colfax County,35007,74.2,2019
1773,NM,Curry County,35009,22.1,2019
1774,NM,De Baca County,35011,4.7,2019
1775,NM,Doña Ana County,35013,35.9,2019
1776,NM,Eddy County,35015,71.5,2019
1777,NM,Grant County,35017,44.4,2019
1778,NM,Guadalupe County,35019,50.1,2019
1779,NM,Harding County,35021,22.2,2019
1780,NM,Hidalgo County,35023,16.6,2019
1781,NM,Lea County,35025,36.7,2019
1782,NM,Lincoln County,35027,29.3,2019
1783,NM,Los Alamos County,35028,39.5,2019
1784,NM,Luna County,35029,43.2,2019
1785,NM,McKinley County,35031,13.4,2019
1786,NM,Mora County,35033,4.1,2019
1787,NM,Otero County,35035,30.7,2019
1788,NM,Quay County,35037,43.9,2019
1789,NM,Rio Arriba County,35039,30.8,2019
1790,NM,Roosevelt County,35041,27.6,2019
1791,NM,Sandoval County,35043,23.2,2019
1792,NM,San Juan County,35045,35.1,2019
1793,NM,San Miguel County,35047,35.6,2019
1794,NM,Santa Fe County,35049,53.1,2019
1795,NM,Sierra County,35051,36.0,2019
1796,NM,Socorro County,35053,43.5,2019
1797,NM,Taos County,35055,63.6,2019
1798,NM,Torrance County,35057,3.0,2019
1799,NM,Union County,35059,48.9,2019
1800,NM,Valencia County,35061,22.7,2019
1801,NY,Albany County,36001,64.2,2019
1802,NY,Allegany County,36003,30.7,2019
1803,NY,Bronx County,36005,21.0,2019
1804,NY,Broome County,36007,59.7,2019
1805,NY,Cattaraugus County,36009,38.9,2019
1806,NY,Cayuga County,36011,26.1,2019
1807,NY,Chautauqua County,36013,43.9,2019
1808,NY,Chemung County,36015,68.0,2019
1809,NY,Chenango County,36017,29.2,2019
1810,NY,Clinton County,36019,70.7,2019
1811,NY,Columbia County,36021,38.4,2019
1812,NY,Cortland County,36023,21.3,2019
1813,NY,Delaware County,36025,19.9,2019
1814,NY,Dutchess County,36027,35.5,2019
1815,NY,Erie County,36029,61.4,2019
1816,NY,Essex County,36031,35.0,2019
1817,NY,Franklin County,36033,35.6,2019
1818,NY,Fulton County,36035,37.0,2019
1819,NY,Genesee County,36037,51.4,2019
1820,NY,Greene County,36039,20.8,2019
1821,NY,Hamilton County,36041,25.7,2019
1822,NY,Herkimer County,36043,19.2,2019
1823,NY,Jefferson County,36045,54.0,2019
1824,NY,Kings County,36047,17.1,2019
1825,NY,Lewis County,36049,23.8,2019
1826,NY,Livingston County,36051,43.6,2019
1827,NY,Madison County,36053,45.7,2019
1828,NY,Monroe County,36055,42.9,2019
1829,NY,Montgomery County,36057,52.4,2019
1830,NY,Nassau County,36059,43.1,2019
1831,NY,New York County,36061,63.2,2019
1832,NY,Niagara County,36063,27.7,2019
1833,NY,Oneida County,36065,41.8,2019
1834,NY,Onondaga County,36067,66.0,2019
1835,NY,Ontario County,36069,36.5,2019
1836,NY,Orange County,36071,34.8,2019
1837,NY,Orleans County,36073,22.6,2019
1838,NY,Oswego County,36075,24.1,2019
1839,NY,Otsego County,36077,53.2,2019
1840,NY,Putnam County,36079,28.7,2019
1841,NY,Queens County,36081,14.0,2019
1842,NY,Rensselaer County,36083,30.1,2019
1843,NY,Richmond County,36085,30.6,2019
1844,NY,Rockland County,36087,29.5,2019
1845,NY,St. Lawrence County,36089,43.6,2019
1846,NY,Saratoga County,36091,32.6,2019
1847,NY,Schenectady County,36093,33.2,2019
1848,NY,Schoharie County,36095,35.3,2019
1849,NY,Schuyler County,36097,40.0,2019
1850,NY,Seneca County,36099,23.9,2019
1851,NY,Steuben County,36101,36.6,2019
1852,NY,Suffolk County,36103,33.0,2019
1853,NY,Sullivan County,36105,63.3,2019
1854,NY,Tioga County,36107,20.0,2019
1855,NY,Tompkins County,36109,48.1,2019
1856,NY,Ulster County,36111,37.6,2019
1857,NY,Warren County,36113,73.7,2019
1858,NY,Washington County,36115,26.6,2019
1859,NY,Wayne County,36117,15.8,2019
1860,NY,Westchester County,36119,27.4,2019
1861,NY,Wyoming County,36121,25.8,2019
1862,NY,Yates County,36123,17.6,2019
1863,NC,Alamance County,37001,34.2,2019
1864,NC,Alexander County,37003,6.0,2019
1865,NC,Alleghany County,37005,39.9,2019
1866,NC,Anson County,37007,8.4,2019
1867,NC,Ashe County,37009,46.2,2019
1868,NC,Avery County,37011,36.2,2019
1869,NC,Beaufort County,37013,51.3,2019
1870,NC,Bertie County,37015,49.7,2019
1871,NC,Bladen County,37017,33.0,2019
1872,NC,Brunswick County,37019,38.7,2019
1873,NC,Buncombe County,37021,76.4,2019
1874,NC,Burke County,37023,67.0,2019
1875,NC,Cabarrus County,37025,59.9,2019
1876,NC,Caldwell County,37027,56.4,2019
1877,NC,Camden County,37029,0.2,2019
1878,NC,Carteret County,37031,62.6,2019
1879,NC,Caswell County,37033,4.8,2019
1880,NC,Catawba County,37035,108.2,2019
1881,NC,Chatham County,37037,14.3,2019
1882,NC,Cherokee County,37039,64.3,2019
1883,NC,Chowan County,37041,55.1,2019
1884,NC,Clay County,37043,33.2,2019
1885,NC,Cleveland County,37045,118.4,2019
1886,NC,Columbus County,37047,76.8,2019
1887,NC,Craven County,37049,75.2,2019
1888,NC,Cumberland County,37051,66.0,2019
1889,NC,Currituck County,37053,12.0,2019
1890,NC,Dare County,37055,76.0,2019
1891,NC,Davidson County,37057,31.2,2019
1892,NC,Davie County,37059,27.5,2019
1893,NC,Duplin County,37061,28.7,2019
1894,NC,Durham County,37063,74.1,2019
1895,NC,Edgecombe County,37065,27.7,2019
1896,NC,Forsyth County,37067,101.6,2019
1897,NC,Franklin County,37069,13.6,2019
1898,NC,Gaston County,37071,68.8,2019
1899,NC,Gates County,37073,2.8,2019
1900,NC,Graham County,37075,8.2,2019
1901,NC,Granville County,37077,24.1,2019
1902,NC,Greene County,37079,20.7,2019
1903,NC,Guilford County,37081,61.3,2019
1904,NC,Halifax County,37083,51.0,2019
1905,NC,Harnett County,37085,48.6,2019
1906,NC,Haywood County,37087,61.5,2019
1907,NC,Henderson County,37089,39.6,2019
1908,NC,Hertford County,37091,67.8,2019
1909,NC,Hoke County,37093,17.2,2019
1910,NC,Hyde County,37095,1.9,2019
1911,NC,Iredell County,37097,75.1,2019
1912,NC,Jackson County,37099,41.3,2019
1913,NC,Johnston County,37101,36.9,2019
1914,NC,Jones County,37103,14.0,2019
1915,NC,Lee County,37105,58.7,2019
1916,NC,Lenoir County,37107,47.8,2019
1917,NC,Lincoln County,37109,40.5,2019
1918,NC,McDowell County,37111,35.5,2019
1919,NC,Macon County,37113,31.1,2019
1920,NC,Madison County,37115,12.0,2019
1921,NC,Martin County,37117,34.4,2019
1922,NC,Mecklenburg County,37119,57.3,2019
1923,NC,Mitchell County,37121,83.2,2019
1924,NC,Montgomery County,37123,30.4,2019
1925,NC,Moore County,37125,125.8,2019
1926,NC,Nash County,37127,86.8,2019
1927,NC,New Hanover County,37129,89.8,2019
1928,NC,Northampton County,37131,7.4,2019
1929,NC,Onslow County,37133,50.1,2019
1930,NC,Orange County,37135,98.5,2019
1931,NC,Pamlico County,37137,7.6,2019
1932,NC,Pasquotank County,37139,55.4,2019
1933,NC,Pender County,37141,21.7,2019
1934,NC,Perquimans County,37143,23.9,2019
1935,NC,Person County,37145,23.5,2019
1936,NC,Pitt County,37147,120.4,2019
1937,NC,Polk County,37149,28.6,2019
1938,NC,Randolph County,37151,33.7,2019
1939,NC,Richmond County,37153,96.1,2019
1940,NC,Robeson County,37155,61.7,2019
1941,NC,Rockingham County,37157,58.9,2019
1942,NC,Rowan County,37159,56.3,2019
1943,NC,Rutherford County,37161,39.4,2019
1944,NC,Sampson County,37163,34.8,2019
1945,NC,Scotland County,37165,104.6,2019
1946,NC,Stanly County,37167,33.3,2019
1947,NC,Stokes County,37169,33.9,2019
1948,NC,Surry County,37171,61.4,2019
1949,NC,Swain County,37173,113.8,2019
1950,NC,Transylvania County,37175,40.9,2019
1951,NC,Tyrrell County,37177,12.5,2019
1952,NC,Union County,37179,26.0,2019
1953,NC,Vance County,37181,49.2,2019
1954,NC,Wake County,37183,38.9,2019
1955,NC,Warren County,37185,2.7,2019
1956,NC,Washington County,37187,41.1,2019
1957,NC,Watauga County,37189,55.3,2019
1958,NC,Wayne County,37191,41.9,2019
1959,NC,Wilkes County,37193,33.4,2019
1960,NC,Wilson County,37195,34.0,2019
1961,NC,Yadkin County,37197,28.6,2019
1962,NC,Yancey County,37199,35.7,2019
1963,ND,Adams County,38001,111.7,2019
1964,ND,Barnes County,38003,38.6,2019
1965,ND,Benson County,38005,4.4,2019
1966,ND,Bottineau County,38009,12.1,2019
1967,ND,Bowman County,38011,27.7,2019
1968,ND,Burke County,38013,4.5,2019
1969,ND,Burleigh County,38015,68.3,2019
1970,ND,Cass County,38017,40.1,2019
1971,ND,Cavalier County,38019,40.3,2019
1972,ND,Dickey County,38021,35.3,2019
1973,ND,Divide County,38023,3.9,2019
1974,ND,Dunn County,38025,4.4,2019
1975,ND,Eddy County,38027,0.6,2019
1976,ND,Emmons County,38029,38.2,2019
1977,ND,Foster County,38031,85.8,2019
1978,ND,Golden Valley County,38033,4.8,2019
1979,ND,Grand Forks County,38035,59.5,2019
1980,ND,Grant County,38037,4.8,2019
1981,ND,Griggs County,38039,5.2,2019
1982,ND,Hettinger County,38041,0.9,2019
1983,ND,Kidder County,38043,18.6,2019
1984,ND,LaMoure County,38045,6.2,2019
1985,ND,Logan County,38047,13.7,2019
1986,ND,McHenry County,38049,6.5,2019
1987,ND,McIntosh County,38051,30.0,2019
1988,ND,McKenzie County,38053,12.1,2019
1989,ND,McLean County,38055,24.9,2019
1990,ND,Mercer County,38057,42.6,2019
1991,ND,Morton County,38059,9.9,2019
1992,ND,Mountrail County,38061,2.5,2019
1993,ND,Nelson County,38063,4.9,2019
1994,ND,Oliver County,38065,0.1,2019
1995,ND,Pembina County,38067,42.3,2019
1996,ND,Pierce County,38069,48.3,2019
1997,ND,Ramsey County,38071,66.3,2019
1998,ND,Ransom County,38073,30.8,2019
1999,ND,Renville County,38075,0.0,2019
2000,ND,Richland County,38077,26.9,2019
2001,ND,Rolette County,38079,3.4,2019
2002,ND,Sargent County,38081,1.7,2019
2003,ND,Sheridan County,38083,3.0,2019
2004,ND,Sioux County,38085,0.0,2019
2005,ND,Stark County,38089,38.7,2019
2006,ND,Stutsman County,38093,29.7,2019
2007,ND,Towner County,38095,11.7,2019
2008,ND,Traill County,38097,10.1,2019
2009,ND,Walsh County,38099,19.8,2019
2010,ND,Ward County,38101,45.7,2019
2011,ND,Wells County,38103,53.1,2019
2012,ND,Williams County,38105,34.4,2019
2013,OH,Adams County,39001,39.7,2019
2014,OH,Allen County,39003,72.5,2019
2015,OH,Ashland County,39005,19.3,2019
2016,OH,Ashtabula County,39007,35.4,2019
2017,OH,Athens County,39009,48.6,2019
2018,OH,Auglaize County,39011,21.3,2019
2019,OH,Belmont County,39013,43.7,2019
2020,OH,Brown County,39015,27.7,2019
2021,OH,Butler County,39017,43.9,2019
2022,OH,Carroll County,39019,16.8,2019
2023,OH,Champaign County,39021,12.9,2019
2024,OH,Clark County,39023,58.3,2019
2025,OH,Clermont County,39025,22.0,2019
2026,OH,Clinton County,39027,46.3,2019
2027,OH,Columbiana County,39029,23.9,2019
2028,OH,Coshocton County,39031,27.7,2019
2029,OH,Crawford County,39033,45.1,2019
2030,OH,Cuyahoga County,39035,55.9,2019
2031,OH,Darke County,39037,18.3,2019
2032,OH,Defiance County,39039,55.4,2019
2033,OH,Delaware County,39041,29.7,2019
2034,OH,Erie County,39043,44.3,2019
2035,OH,Fairfield County,39045,51.5,2019
2036,OH,Fayette County,39047,68.2,2019
2037,OH,Franklin County,39049,65.7,2019
2038,OH,Fulton County,39051,22.5,2019
2039,OH,Gallia County,39053,54.8,2019
2040,OH,Geauga County,39055,22.4,2019
2041,OH,Greene County,39057,50.9,2019
2042,OH,Guernsey County,39059,30.2,2019
2043,OH,Hamilton County,39061,74.9,2019
2044,OH,Hancock County,39063,49.8,2019
2045,OH,Hardin County,39065,11.5,2019
2046,OH,Harrison County,39067,8.6,2019
2047,OH,Henry County,39069,11.7,2019
2048,OH,Highland County,39071,28.4,2019
2049,OH,Hocking County,39073,22.8,2019
2050,OH,Holmes County,39075,8.8,2019
2051,OH,Huron County,39077,57.0,2019
2052,OH,Jackson County,39079,30.9,2019
2053,OH,Jefferson County,39081,78.1,2019
2054,OH,Knox County,39083,23.0,2019
2055,OH,Lake County,39085,43.1,2019
2056,OH,Lawrence County,39087,50.3,2019
2057,OH,Licking County,39089,22.9,2019
2058,OH,Logan County,39091,29.1,2019
2059,OH,Lorain County,39093,32.5,2019
2060,OH,Lucas County,39095,85.7,2019
2061,OH,Madison County,39097,23.8,2019
2062,OH,Mahoning County,39099,81.3,2019
2063,OH,Marion County,39101,83.9,2019
2064,OH,Medina County,39103,22.6,2019
2065,OH,Meigs County,39105,9.3,2019
2066,OH,Mercer County,39107,25.7,2019
2067,OH,Miami County,39109,26.0,2019
2068,OH,Monroe County,39111,15.5,2019
2069,OH,Montgomery County,39113,72.5,2019
2070,OH,Morgan County,39115,7.9,2019
2071,OH,Morrow County,39117,8.5,2019
2072,OH,Muskingum County,39119,65.4,2019
2073,OH,Noble County,39121,7.9,2019
2074,OH,Ottawa County,39123,24.6,2019
2075,OH,Paulding County,39125,15.6,2019
2076,OH,Perry County,39127,33.6,2019
2077,OH,Pickaway County,39129,31.4,2019
2078,OH,Pike County,39131,50.4,2019
2079,OH,Portage County,39133,26.4,2019
2080,OH,Preble County,39135,19.6,2019
2081,OH,Putnam County,39137,17.1,2019
2082,OH,Richland County,39139,34.6,2019
2083,OH,Ross County,39141,59.6,2019
2084,OH,Sandusky County,39143,26.2,2019
2085,OH,Scioto County,39145,72.7,2019
2086,OH,Seneca County,39147,19.9,2019
2087,OH,Shelby County,39149,22.6,2019
2088,OH,Stark County,39151,58.5,2019
2089,OH,Summit County,39153,59.3,2019
2090,OH,Trumbull County,39155,47.2,2019
2091,OH,Tuscarawas County,39157,57.3,2019
2092,OH,Union County,39159,37.4,2019
2093,OH,Van Wert County,39161,31.3,2019
2094,OH,Vinton County,39163,4.2,2019
2095,OH,Warren County,39165,30.7,2019
2096,OH,Washington County,39167,67.6,2019
2097,OH,Wayne County,39169,26.9,2019
2098,OH,Williams County,39171,18.0,2019
2099,OH,Wood County,39173,31.6,2019
2100,OH,Wyandot County,39175,10.9,2019
2101,OK,Adair County,40001,70.1,2019
2102,OK,Alfalfa County,40003,5.5,2019
2103,OK,Atoka County,40005,6.0,2019
2104,OK,Beaver County,40007,9.1,2019
2105,OK,Beckham County,40009,43.9,2019
2106,OK,Blaine County,40011,23.0,2019
2107,OK,Bryan County,40013,62.8,2019
2108,OK,Caddo County,40015,25.3,2019
2109,OK,Canadian County,40017,22.2,2019
2110,OK,Carter County,40019,97.1,2019
2111,OK,Cherokee County,40021,52.3,2019
2112,OK,Choctaw County,40023,27.9,2019
2113,OK,Cimarron County,40025,16.9,2019
2114,OK,Cleveland County,40027,41.5,2019
2115,OK,Coal County,40029,52.4,2019
2116,OK,Comanche County,40031,66.7,2019
2117,OK,Cotton County,40033,0.2,2019
2118,OK,Craig County,40035,26.0,2019
2119,OK,Creek County,40037,21.1,2019
2120,OK,Custer County,40039,33.8,2019
2121,OK,Delaware County,40041,41.8,2019
2122,OK,Dewey County,40043,8.3,2019
2123,OK,Ellis County,40045,33.7,2019
2124,OK,Garfield County,40047,64.2,2019
2125,OK,Garvin County,40049,32.2,2019
2126,OK,Grady County,40051,27.9,2019
2127,OK,Grant County,40053,0.8,2019
2128,OK,Greer County,40055,22.5,2019
2129,OK,Harmon County,40057,162.9,2019
2130,OK,Harper County,40059,93.5,2019
2131,OK,Haskell County,40061,44.6,2019
2132,OK,Hughes County,40063,9.6,2019
2133,OK,Jackson County,40065,47.2,2019
2134,OK,Jefferson County,40067,14.2,2019
2135,OK,Johnston County,40069,13.9,2019
2136,OK,Kay County,40071,39.8,2019
2137,OK,Kingfisher County,40073,102.2,2019
2138,OK,Kiowa County,40075,31.7,2019
2139,OK,Latimer County,40077,60.4,2019
2140,OK,Le Flore County,40079,44.2,2019
2141,OK,Lincoln County,40081,26.1,2019
2142,OK,Logan County,40083,14.3,2019
2143,OK,Love County,40085,113.2,2019
2144,OK,McClain County,40087,27.8,2019
2145,OK,McCurtain County,40089,26.5,2019
2146,OK,McIntosh County,40091,15.5,2019
2147,OK,Major County,40093,15.9,2019
2148,OK,Marshall County,40095,15.3,2019
2149,OK,Mayes County,40097,33.4,2019
2150,OK,Murray County,40099,55.8,2019
2151,OK,Muskogee County,40101,79.8,2019
2152,OK,Noble County,40103,4.4,2019
2153,OK,Nowata County,40105,41.2,2019
2154,OK,Okfuskee County,40107,3.8,2019
2155,OK,Oklahoma County,40109,105.5,2019
2156,OK,Okmulgee County,40111,17.3,2019
2157,OK,Osage County,40113,13.0,2019
2158,OK,Ottawa County,40115,38.4,2019
2159,OK,Pawnee County,40117,28.1,2019
2160,OK,Payne County,40119,41.8,2019
2161,OK,Pittsburg County,40121,84.8,2019
2162,OK,Pontotoc County,40123,64.9,2019
2163,OK,Pottawatomie County,40125,53.3,2019
2164,OK,Pushmataha County,40127,7.0,2019
2165,OK,Roger Mills County,40129,6.8,2019
2166,OK,Rogers County,40131,32.3,2019
2167,OK,Seminole County,40133,25.6,2019
2168,OK,Sequoyah County,40135,16.3,2019
2169,OK,Stephens County,40137,71.0,2019
2170,OK,Texas County,40139,16.0,2019
2171,OK,Tillman County,40141,68.7,2019
2172,OK,Tulsa County,40143,115.9,2019
2173,OK,Wagoner County,40145,13.5,2019
