"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Windham County, CT"	"09015"	42	116359	36.10
	"Kent County, DE"	"10001"	31	176824	17.53
	"New Castle County, DE"	"10003"	170	559793	30.37
	"Sussex County, DE"	"10005"	49	225322	21.75
	"District of Columbia, DC"	"11001"	244	693972	35.16
	"Alachua County, FL"	"12001"	11	266944	Unreliable
	"Bay County, FL"	"12005"	22	183563	11.98
	"Brevard County, FL"	"12009"	74	589162	12.56
	"Broward County, FL"	"12011"	288	1935878	14.88
	"Citrus County, FL"	"12017"	24	145647	16.48
	"Clay County, FL"	"12019"	48	212230	22.62
	"Collier County, FL"	"12021"	55	372880	14.75
	"Columbia County, FL"	"12023"	11	69612	Unreliable
	"Duval County, FL"	"12031"	369	937934	39.34
	"Escambia County, FL"	"12033"	32	313512	10.21
	"Flagler County, FL"	"12035"	17	110510	Unreliable
	"Hernando County, FL"	"12053"	20	186553	10.72
	"Hillsborough County, FL"	"12057"	178	1408566	12.64
	"Lake County, FL"	"12069"	47	346017	13.58
	"Lee County, FL"	"12071"	190	739224	25.70
	"Leon County, FL"	"12073"	16	290292	Unreliable
	"Manatee County, FL"	"12081"	105	385571	27.23
	"Marion County, FL"	"12083"	74	354353	20.88
	"Martin County, FL"	"12085"	23	159923	14.38
	"Miami-Dade County, FL"	"12086"	248	2751796	9.01
	"Monroe County, FL"	"12087"	16	77013	Unreliable
	"Nassau County, FL"	"12089"	20	82721	24.18
	"Okaloosa County, FL"	"12091"	28	202970	13.80
	"Orange County, FL"	"12095"	184	1348975	13.64
	"Osceola County, FL"	"12097"	55	352180	15.62
	"Palm Beach County, FL"	"12099"	383	1471150	26.03
	"Pasco County, FL"	"12101"	64	525643	12.18
	"Pinellas County, FL"	"12103"	103	970637	10.61
	"Polk County, FL"	"12105"	43	686483	6.26
	"St. Johns County, FL"	"12109"	32	243812	13.12
	"St. Lucie County, FL"	"12111"	37	313506	11.80
	"Santa Rosa County, FL"	"12113"	19	174272	Unreliable
	"Sarasota County, FL"	"12115"	91	419119	21.71
	"Seminole County, FL"	"12117"	97	462659	20.97
	"Volusia County, FL"	"12127"	121	538692	22.46
	"Bartow County, GA"	"13015"	16	105054	Unreliable
	"Bibb County, GA"	"13021"	12	152862	Unreliable
	"Carroll County, GA"	"13045"	22	117812	18.67
	"Catoosa County, GA"	"13047"	10	66550	Unreliable
	"Chatham County, GA"	"13051"	28	290501	9.64
	"Cherokee County, GA"	"13057"	34	247573	13.73
	"Clayton County, GA"	"13063"	20	285153	7.01
	"Cobb County, GA"	"13067"	121	755754	16.01
	"Columbia County, GA"	"13073"	18	151579	Unreliable
	"Coweta County, GA"	"13077"	18	143114	Unreliable
	"DeKalb County, GA"	"13089"	48	753253	6.37
	"Douglas County, GA"	"13097"	20	143882	13.90
	"Forsyth County, GA"	"13117"	23	227967	10.09
	"Fulton County, GA"	"13121"	103	1041423	9.89
	"Glynn County, GA"	"13127"	12	85282	Unreliable
	"Gwinnett County, GA"	"13135"	74	920260	8.04
	"Hall County, GA"	"13139"	23	199335	11.54
	"Henry County, GA"	"13151"	22	225813	9.74
	"Lumpkin County, GA"	"13187"	10	32873	Unreliable
	"Muscogee County, GA"	"13215"	12	194058	Unreliable
	"Newton County, GA"	"13217"	10	108078	Unreliable
	"Paulding County, GA"	"13223"	20	159445	12.54
	"Richmond County, GA"	"13245"	31	201800	15.36
	"Whitfield County, GA"	"13313"	11	104658	Unreliable
	"Honolulu County, HI"	"15003"	35	988650	3.54
	"Maui County, HI"	"15009"	11	166260	Unreliable
	"Ada County, ID"	"16001"	33	456849	7.22
	"Bannock County, ID"	"16005"	17	85269	Unreliable
	"Kootenai County, ID"	"16055"	10	157637	Unreliable
	"Boone County, IL"	"17007"	12	53513	Unreliable
	"Champaign County, IL"	"17019"	28	209399	13.37
	"Cook County, IL"	"17031"	1041	5211263	19.98
	"DeKalb County, IL"	"17037"	16	104733	Unreliable
	"DuPage County, IL"	"17043"	124	930128	13.33
	"Franklin County, IL"	"17055"	12	39041	Unreliable
	"Jersey County, IL"	"17083"	12	21941	Unreliable
	"Kane County, IL"	"17089"	70	534667	13.09
	"Kankakee County, IL"	"17091"	24	109605	21.90
	"Kendall County, IL"	"17093"	14	126218	Unreliable
	"Lake County, IL"	"17097"	55	703520	7.82
	"LaSalle County, IL"	"17099"	31	110067	28.16
	"McHenry County, IL"	"17111"	76	309122	24.59
	"McLean County, IL"	"17113"	25	172290	14.51
	"Macon County, IL"	"17115"	11	105801	Unreliable
	"Madison County, IL"	"17119"	82	265428	30.89
	"Peoria County, IL"	"17143"	44	183011	24.04
	"Rock Island County, IL"	"17161"	19	144808	Unreliable
	"St. Clair County, IL"	"17163"	21	262479	8.00
	"Sangamon County, IL"	"17167"	39	196452	19.85
	"Tazewell County, IL"	"17179"	29	133526	21.72
	"Vermilion County, IL"	"17183"	19	77909	Unreliable
	"Will County, IL"	"17197"	124	692661	17.90
	"Williamson County, IL"	"17199"	14	67328	Unreliable
	"Winnebago County, IL"	"17201"	87	284778	30.55
	"Allen County, IN"	"18003"	43	372877	11.53
	"Bartholomew County, IN"	"18005"	21	82040	25.60
	"Clark County, IN"	"18019"	28	116973	23.94
	"Elkhart County, IN"	"18039"	21	205032	10.24
	"Fayette County, IN"	"18041"	14	23209	Unreliable
	"Floyd County, IN"	"18043"	25	77071	32.44
	"Grant County, IN"	"18053"	17	66491	Unreliable
	"Hamilton County, IN"	"18057"	37	323747	11.43
	"Hendricks County, IN"	"18063"	24	163685	14.66
	"Howard County, IN"	"18067"	23	82363	27.93
	"Jackson County, IN"	"18071"	12	43884	Unreliable
	"Jay County, IN"	"18075"	11	20945	Unreliable
	"Johnson County, IN"	"18081"	14	153897	Unreliable
	"Kosciusko County, IN"	"18085"	17	79206	Unreliable
	"Lake County, IN"	"18089"	120	485640	24.71
	"La Porte County, IN"	"18091"	15	110029	Unreliable
	"Madison County, IN"	"18095"	32	129498	24.71
	"Marion County, IN"	"18097"	232	950082	24.42
	"Monroe County, IN"	"18105"	16	146986	Unreliable
	"Montgomery County, IN"	"18107"	10	38525	Unreliable
	"Morgan County, IN"	"18109"	13	69713	Unreliable
	"Porter County, IN"	"18127"	36	168404	21.38
	"Randolph County, IN"	"18135"	15	24922	Unreliable
	"St. Joseph County, IN"	"18141"	61	270434	22.56
	"Starke County, IN"	"18149"	14	22893	Unreliable
	"Tippecanoe County, IN"	"18157"	20	190587	10.49
	"Vanderburgh County, IN"	"18163"	45	181616	24.78
	"Wabash County, IN"	"18169"	11	31443	Unreliable
	"Wayne County, IN"	"18177"	51	66185	77.06
	"Johnson County, IA"	"19103"	10	149210	Unreliable
	"Linn County, IA"	"19113"	20	224115	8.92
	"Polk County, IA"	"19153"	60	481830	12.45
	"Scott County, IA"	"19163"	18	172509	Unreliable
	"Douglas County, KS"	"20045"	10	120793	Unreliable
	"Johnson County, KS"	"20091"	25	591178	4.23
	"Sedgwick County, KS"	"20173"	36	513687	7.01
	"Shawnee County, KS"	"20177"	12	178187	Unreliable
	"Anderson County, KY"	"21005"	10	22544	Unreliable
	"Boone County, KY"	"21015"	38	130728	29.07
	"Boyd County, KY"	"21019"	26	47979	54.19
	"Bullitt County, KY"	"21029"	30	80246	37.39
	"Campbell County, KY"	"21037"	64	92488	69.20
	"Carter County, KY"	"21043"	12	27144	Unreliable
	"Clark County, KY"	"21049"	11	36046	Unreliable
	"Fayette County, KY"	"21067"	111	321959	34.48
	"Floyd County, KY"	"21071"	10	36271	Unreliable
	"Franklin County, KY"	"21073"	21	50485	41.60
	"Grant County, KY"	"21081"	10	24984	Unreliable
	"Greenup County, KY"	"21089"	11	35518	Unreliable
	"Hardin County, KY"	"21093"	15	108071	Unreliable
	"Jefferson County, KY"	"21111"	259	771158	33.59
	"Jessamine County, KY"	"21113"	29	53375	54.33
	"Kenton County, KY"	"21117"	104	165399	62.88
	"Knox County, KY"	"21121"	11	31227	Unreliable
	"Madison County, KY"	"21151"	38	91226	41.65
	"Mason County, KY"	"21161"	10	17174	Unreliable
	"Montgomery County, KY"	"21173"	12	27928	Unreliable
	"Nelson County, KY"	"21179"	14	45640	Unreliable
	"Pike County, KY"	"21195"	10	58883	Unreliable
	"Pulaski County, KY"	"21199"	10	64449	Unreliable
	"Scott County, KY"	"21209"	12	54873	Unreliable
	"Warren County, KY"	"21227"	10	128845	Unreliable
	"Caddo Parish, LA"	"22017"	12	246581	Unreliable
	"East Baton Rouge Parish, LA"	"22033"	19	446268	Unreliable
	"Jefferson Parish, LA"	"22051"	134	439036	30.52
	"Lafayette Parish, LA"	"22055"	11	242485	Unreliable
	"Livingston Parish, LA"	"22063"	17	138228	Unreliable
	"Orleans Parish, LA"	"22071"	31	393292	7.88
	"Rapides Parish, LA"	"22079"	11	131648	Unreliable
	"St. Tammany Parish, LA"	"22103"	64	256327	24.97
	"Washington Parish, LA"	"22117"	27	46633	57.90
	"Androscoggin County, ME"	"23001"	18	107651	Unreliable
	"Cumberland County, ME"	"23005"	82	292500	28.03
	"Kennebec County, ME"	"23011"	50	121821	41.04
	"Penobscot County, ME"	"23019"	49	151957	32.25
	"Somerset County, ME"	"23025"	17	50626	Unreliable
	"Washington County, ME"	"23029"	14	31593	Unreliable
	"York County, ME"	"23031"	77	204191	37.71
	"Allegany County, MD"	"24001"	37	71615	51.67
	"Anne Arundel County, MD"	"24003"	235	573235	41.00
	"Baltimore County, MD"	"24005"	382	832468	45.89
	"Calvert County, MD"	"24009"	30	91502	32.79
	"Caroline County, MD"	"24011"	14	33193	Unreliable
	"Carroll County, MD"	"24013"	55	167781	32.78
	"Cecil County, MD"	"24015"	62	102746	60.34
	"Charles County, MD"	"24017"	42	159700	26.30
	"Dorchester County, MD"	"24019"	10	32162	Unreliable
	"Frederick County, MD"	"24021"	71	252022	28.17
	"Harford County, MD"	"24025"	103	252160	40.85
	"Howard County, MD"	"24027"	55	321113	17.13
	"Montgomery County, MD"	"24031"	106	1058810	10.01
	"Prince George's County, MD"	"24033"	123	912756	13.48
	"St. Mary's County, MD"	"24037"	37	112667	32.84
	"Washington County, MD"	"24043"	49	150578	32.54
	"Wicomico County, MD"	"24045"	29	102923	28.18
	"Worcester County, MD"	"24047"	14	51690	Unreliable
	"Baltimore city, MD"	"24510"	499	611648	81.58
	"Barnstable County, MA"	"25001"	66	213444	30.92
	"Berkshire County, MA"	"25003"	28	126313	22.17
	"Bristol County, MA"	"25005"	240	561483	42.74
	"Essex County, MA"	"25009"	285	785205	36.30
	"Hampden County, MA"	"25013"	110	469818	23.41
	"Hampshire County, MA"	"25015"	27	161834	16.68
	"Middlesex County, MA"	"25017"	323	1602947	20.15
	"Norfolk County, MA"	"25021"	157	700322	22.42
	"Plymouth County, MA"	"25023"	189	515142	36.69
	"Suffolk County, MA"	"25025"	237	797939	29.70
	"Worcester County, MA"	"25027"	237	826116	28.69
	"Berrien County, MI"	"26021"	21	154259	13.61
	"Calhoun County, MI"	"26025"	44	134128	32.80
	"Eaton County, MI"	"26045"	13	109027	Unreliable
	"Genesee County, MI"	"26049"	131	407385	32.16
	"Grand Traverse County, MI"	"26055"	18	91807	Unreliable
	"Ingham County, MI"	"26065"	66	290186	22.74
	"Kalamazoo County, MI"	"26077"	44	262985	16.73
	"Kent County, MI"	"26081"	101	648594	15.57
	"Lapeer County, MI"	"26087"	19	88174	Unreliable
	"Lenawee County, MI"	"26091"	11	98623	Unreliable
	"Livingston County, MI"	"26093"	38	189651	20.04
	"Macomb County, MI"	"26099"	320	871375	36.72
	"Monroe County, MI"	"26115"	48	149649	32.08
	"Montcalm County, MI"	"26117"	12	63550	Unreliable
	"Muskegon County, MI"	"26121"	33	173693	19.00
	"Oakland County, MI"	"26125"	56	1250836	4.48
	"Ottawa County, MI"	"26139"	40	286383	13.97
	"Saginaw County, MI"	"26145"	34	191934	17.71
	"St. Clair County, MI"	"26147"	50	159350	31.38
	"Shiawassee County, MI"	"26155"	20	68446	29.22
	"Van Buren County, MI"	"26159"	18	75353	Unreliable
	"Washtenaw County, MI"	"26161"	62	367627	16.86
	"Wayne County, MI"	"26163"	638	1753616	36.38
	"Anoka County, MN"	"27003"	31	351373	8.82
	"Dakota County, MN"	"27037"	28	421751	6.64
	"Hennepin County, MN"	"27053"	150	1252024	11.98
	"Ramsey County, MN"	"27123"	45	547974	8.21
	"St. Louis County, MN"	"27137"	23	200000	11.50
	"Washington County, MN"	"27163"	15	256348	Unreliable
	"DeSoto County, MS"	"28033"	29	178751	16.22
	"Harrison County, MS"	"28047"	30	205027	14.63
	"Hinds County, MS"	"28049"	19	239497	Unreliable
	"Jackson County, MS"	"28059"	13	142152	Unreliable
	"Pearl River County, MS"	"28109"	14	55270	Unreliable
	"Rankin County, MS"	"28121"	11	152080	Unreliable
	"Boone County, MO"	"29019"	16	178271	Unreliable
	"Christian County, MO"	"29043"	10	85432	Unreliable
	"Clay County, MO"	"29047"	15	242874	Unreliable
	"Franklin County, MO"	"29071"	24	103330	23.23
	"Greene County, MO"	"29077"	55	289805	18.98
	"Jackson County, MO"	"29095"	56	698895	8.01
	"Jefferson County, MO"	"29099"	74	223810	33.06
	"Lincoln County, MO"	"29113"	12	56183	Unreliable
	"Phelps County, MO"	"29161"	11	44744	Unreliable
	"St. Charles County, MO"	"29183"	78	395504	19.72
	"St. Louis County, MO"	"29189"	250	996726	25.08
	"St. Louis city, MO"	"29510"	192	308626	62.21
	"Douglas County, NE"	"31055"	30	561620	5.34
	"Lancaster County, NE"	"31109"	10	314358	Unreliable
	"Clark County, NV"	"32003"	281	2204079	12.75
	"Lyon County, NV"	"32019"	14	54122	Unreliable
	"Washoe County, NV"	"32031"	77	460587	16.72
	"Carson City, NV"	"32510"	14	54745	Unreliable
	"Belknap County, NH"	"33001"	23	60785	37.84
	"Carroll County, NH"	"33003"	16	48064	Unreliable
	"Cheshire County, NH"	"33005"	22	75960	28.96
	"Coos County, NH"	"33007"	11	31634	Unreliable
	"Grafton County, NH"	"33009"	18	89386	Unreliable
	"Hillsborough County, NH"	"33011"	162	409697	39.54
	"Merrimack County, NH"	"33013"	34	149216	22.79
	"Rockingham County, NH"	"33015"	87	306363	28.40
	"Strafford County, NH"	"33017"	48	128613	37.32
	"Atlantic County, NJ"	"34001"	124	269918	45.94
	"Bergen County, NJ"	"34003"	124	948406	13.07
	"Burlington County, NJ"	"34005"	124	448596	27.64
	"Camden County, NJ"	"34007"	14	510719	Unreliable
	"Cape May County, NJ"	"34009"	45	93553	48.10
	"Cumberland County, NJ"	"34011"	72	152538	47.20
	"Essex County, NJ"	"34013"	247	808285	30.56
	"Gloucester County, NJ"	"34015"	16	292206	Unreliable
	"Hudson County, NJ"	"34017"	118	691643	17.06
	"Hunterdon County, NJ"	"34019"	22	125059	17.59
	"Mercer County, NJ"	"34021"	78	374733	20.81
	"Middlesex County, NJ"	"34023"	201	842798	23.85
	"Monmouth County, NJ"	"34025"	165	626351	26.34
	"Morris County, NJ"	"34027"	97	499693	19.41
	"Ocean County, NJ"	"34029"	187	597943	31.27
	"Passaic County, NJ"	"34031"	99	512607	19.31
	"Somerset County, NJ"	"34035"	58	335432	17.29
	"Sussex County, NJ"	"34037"	33	141682	23.29
	"Union County, NJ"	"34039"	106	563892	18.80
	"Warren County, NJ"	"34041"	37	106798	34.64
	"Bernalillo County, NM"	"35001"	120	676773	17.73
	"Dona Ana County, NM"	"35013"	22	215579	10.21
	"Eddy County, NM"	"35015"	12	56997	Unreliable
	"Rio Arriba County, NM"	"35039"	26	39159	66.40
	"Sandoval County, NM"	"35043"	20	142507	14.03
	"San Juan County, NM"	"35045"	12	126926	Unreliable
	"Santa Fe County, NM"	"35049"	30	148750	20.17
	"Valencia County, NM"	"35061"	16	75940	Unreliable
	"Albany County, NY"	"36001"	41	309612	13.24
	"Bronx County, NY"	"36005"	286	1471160	19.44
	"Broome County, NY"	"36007"	51	193639	26.34
	"Cayuga County, NY"	"36011"	19	77603	Unreliable
	"Chautauqua County, NY"	"36013"	31	129046	24.02
	"Chemung County, NY"	"36015"	12	85557	Unreliable
	"Clinton County, NY"	"36019"	12	80980	Unreliable
	"Columbia County, NY"	"36021"	19	60604	Unreliable
	"Cortland County, NY"	"36023"	13	47786	Unreliable
	"Dutchess County, NY"	"36027"	80	295568	27.07
	"Erie County, NY"	"36029"	245	925528	26.47
	"Genesee County, NY"	"36037"	11	57956	Unreliable
	"Greene County, NY"	"36039"	12	47470	Unreliable
	"Jefferson County, NY"	"36045"	15	114187	Unreliable
	"Kings County, NY"	"36047"	292	2648771	11.02
	"Lewis County, NY"	"36049"	12	26551	Unreliable
	"Monroe County, NY"	"36055"	185	747642	24.74
	"Nassau County, NY"	"36059"	193	1369514	14.09
	"New York County, NY"	"36061"	199	1664727	11.95
	"Niagara County, NY"	"36063"	41	211328	19.40
	"Oneida County, NY"	"36065"	50	231332	21.61
	"Onondaga County, NY"	"36067"	81	465398	17.40
	"Ontario County, NY"	"36069"	17	109899	Unreliable
	"Orange County, NY"	"36071"	79	382226	20.67
	"Oswego County, NY"	"36075"	18	118478	Unreliable
	"Putnam County, NY"	"36079"	24	99323	24.16
	"Queens County, NY"	"36081"	223	2358582	9.45
	"Rensselaer County, NY"	"36083"	17	159722	Unreliable
	"Richmond County, NY"	"36085"	104	479458	21.69
	"Rockland County, NY"	"36087"	34	328868	10.34
	"Saratoga County, NY"	"36091"	11	229869	Unreliable
	"Schenectady County, NY"	"36093"	32	155565	20.57
	"Steuben County, NY"	"36101"	12	96281	Unreliable
	"Suffolk County, NY"	"36103"	424	1492953	28.40
	"Sullivan County, NY"	"36105"	26	75485	34.44
	"Tompkins County, NY"	"36109"	18	104802	Unreliable
	"Ulster County, NY"	"36111"	45	179417	25.08
	"Westchester County, NY"	"36119"	120	980244	12.24
	"Alamance County, NC"	"37001"	34	162391	20.94
	"Beaufort County, NC"	"37013"	17	47088	Unreliable
	"Brunswick County, NC"	"37019"	44	130897	33.61
	"Buncombe County, NC"	"37021"	90	257607	34.94
	"Burke County, NC"	"37023"	21	89293	23.52
	"Cabarrus County, NC"	"37025"	62	206872	29.97
	"Caldwell County, NC"	"37027"	13	81981	Unreliable
	"Carteret County, NC"	"37031"	15	68881	Unreliable
	"Catawba County, NC"	"37035"	35	157974	22.16
	"Columbus County, NC"	"37047"	12	55936	Unreliable
	"Craven County, NC"	"37049"	35	102578	34.12
	"Cumberland County, NC"	"37051"	82	332546	24.66
	"Dare County, NC"	"37055"	11	36099	Unreliable
	"Davidson County, NC"	"37057"	48	165466	29.01
	"Durham County, NC"	"37063"	37	311640	11.87
	"Forsyth County, NC"	"37067"	74	376320	19.66
	"Franklin County, NC"	"37069"	10	66168	Unreliable
	"Gaston County, NC"	"37071"	50	220182	22.71
	"Granville County, NC"	"37077"	11	59557	Unreliable
	"Guilford County, NC"	"37081"	98	526953	18.60
	"Harnett County, NC"	"37085"	30	132754	22.60
	"Haywood County, NC"	"37087"	16	61084	Unreliable
	"Henderson County, NC"	"37089"	25	115708	21.61
	"Iredell County, NC"	"37097"	28	175711	15.94
	"Johnston County, NC"	"37101"	32	196708	16.27
	"Lee County, NC"	"37105"	18	60430	Unreliable
	"Lenoir County, NC"	"37107"	13	56883	Unreliable
	"McDowell County, NC"	"37111"	12	45159	Unreliable
	"Mecklenburg County, NC"	"37119"	173	1076837	16.07
	"Moore County, NC"	"37125"	10	97264	Unreliable
	"New Hanover County, NC"	"37129"	72	227198	31.69
	"Onslow County, NC"	"37133"	29	193893	14.96
	"Pender County, NC"	"37141"	14	60958	Unreliable
	"Pitt County, NC"	"37147"	43	179042	24.02
	"Randolph County, NC"	"37151"	48	143282	33.50
	"Robeson County, NC"	"37155"	16	132606	Unreliable
	"Rockingham County, NC"	"37157"	18	90949	Unreliable
	"Rowan County, NC"	"37159"	61	140644	43.37
	"Rutherford County, NC"	"37161"	17	66551	Unreliable
	"Stanly County, NC"	"37167"	11	61482	Unreliable
	"Stokes County, NC"	"37169"	19	45717	Unreliable
	"Surry County, NC"	"37171"	14	72224	Unreliable
	"Union County, NC"	"37179"	29	231366	12.53
	"Vance County, NC"	"37181"	14	44211	Unreliable
	"Wake County, NC"	"37183"	119	1072203	11.10
	"Wayne County, NC"	"37191"	20	124172	16.11
	"Wilkes County, NC"	"37193"	15	68576	Unreliable
	"Wilson County, NC"	"37195"	11	81671	Unreliable
	"Cass County, ND"	"38017"	10	177787	Unreliable
	"Adams County, OH"	"39001"	14	27726	Unreliable
	"Allen County, OH"	"39003"	33	103198	31.98
	"Ashtabula County, OH"	"39007"	35	97807	35.78
	"Belmont County, OH"	"39013"	10	68029	Unreliable
	"Brown County, OH"	"39015"	22	43576	50.49
	"Butler County, OH"	"39017"	237	380604	62.27
	"Champaign County, OH"	"39021"	16	38840	Unreliable
	"Clark County, OH"	"39023"	85	134557	63.17
	"Clermont County, OH"	"39025"	87	204214	42.60
	"Clinton County, OH"	"39027"	27	42009	64.27
	"Columbiana County, OH"	"39029"	15	103077	Unreliable
	"Crawford County, OH"	"39033"	18	41746	Unreliable
	"Cuyahoga County, OH"	"39035"	524	1248514	41.97
	"Darke County, OH"	"39037"	27	51536	52.39
	"Delaware County, OH"	"39041"	27	200464	13.47
	"Erie County, OH"	"39043"	25	74817	33.41
	"Fairfield County, OH"	"39045"	39	154733	25.20
	"Fayette County, OH"	"39047"	27	28752	93.91
	"Franklin County, OH"	"39049"	400	1291981	30.96
	"Gallia County, OH"	"39053"	18	29973	Unreliable
	"Geauga County, OH"	"39055"	23	93918	24.49
	"Greene County, OH"	"39057"	58	166752	34.78
	"Hamilton County, OH"	"39061"	401	813822	49.27
	"Hancock County, OH"	"39063"	31	75754	40.92
	"Highland County, OH"	"39071"	25	42971	58.18
	"Huron County, OH"	"39077"	26	58494	44.45
	"Jefferson County, OH"	"39081"	23	66359	34.66
	"Knox County, OH"	"39083"	12	61261	Unreliable
	"Lake County, OH"	"39085"	87	230117	37.81
	"Lawrence County, OH"	"39087"	30	60249	49.79
	"Licking County, OH"	"39089"	27	173448	15.57
	"Logan County, OH"	"39091"	15	45325	Unreliable
	"Lorain County, OH"	"39093"	116	307924	37.67
	"Lucas County, OH"	"39095"	133	430887	30.87
	"Madison County, OH"	"39097"	15	44036	Unreliable
	"Mahoning County, OH"	"39099"	100	229796	43.52
	"Marion County, OH"	"39101"	28	64967	43.10
	"Medina County, OH"	"39103"	36	178371	20.18
	"Miami County, OH"	"39109"	41	105122	39.00
	"Montgomery County, OH"	"39113"	470	531542	88.42
	"Muskingum County, OH"	"39119"	13	86149	Unreliable
	"Pike County, OH"	"39131"	15	28270	Unreliable
	"Portage County, OH"	"39133"	32	162277	19.72
	"Preble County, OH"	"39135"	25	41120	60.80
	"Richland County, OH"	"39139"	46	120589	38.15
	"Ross County, OH"	"39141"	24	77313	31.04
	"Sandusky County, OH"	"39143"	15	59195	Unreliable
	"Scioto County, OH"	"39145"	33	75929	43.46
	"Seneca County, OH"	"39147"	16	55243	Unreliable
	"Shelby County, OH"	"39149"	22	48759	45.12
	"Stark County, OH"	"39151"	90	372542	24.16
	"Summit County, OH"	"39153"	190	541228	35.11
	"Trumbull County, OH"	"39155"	117	200380	58.39
	"Tuscarawas County, OH"	"39157"	21	92297	22.75
	"Union County, OH"	"39159"	10	56741	Unreliable
	"Warren County, OH"	"39165"	81	228882	35.39
	"Washington County, OH"	"39167"	10	60418	Unreliable
	"Wayne County, OH"	"39169"	17	116038	Unreliable
	"Wood County, OH"	"39173"	14	130492	Unreliable
	"Cleveland County, OK"	"40027"	18	279641	Unreliable
	"Oklahoma County, OK"	"40109"	71	787958	9.01
	"Tulsa County, OK"	"40143"	80	646266	12.38
	"Wagoner County, OK"	"40145"	12	78657	Unreliable
	"Clackamas County, OR"	"41005"	27	412672	6.54
	"Deschutes County, OR"	"41017"	13	186875	Unreliable
