"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Baldwin County, AL"	"01003"	20	203709	9.82
	"Blount County, AL"	"01009"	11	57673	Unreliable
	"Jefferson County, AL"	"01073"	138	660367	20.90
	"Mobile County, AL"	"01097"	24	415395	5.78
	"Shelby County, AL"	"01117"	11	208713	Unreliable
	"Anchorage Borough, AK"	"02020"	39	298695	13.06
	"Kenai Peninsula Borough, AK"	"02122"	13	58059	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	11	101095	Unreliable
	"Cochise County, AZ"	"04003"	25	126427	19.77
	"Coconino County, AZ"	"04005"	12	139097	Unreliable
	"Maricopa County, AZ"	"04013"	345	4167947	8.28
	"Mohave County, AZ"	"04015"	48	204737	23.44
	"Pima County, AZ"	"04019"	155	1010025	15.35
	"Pinal County, AZ"	"04021"	36	406584	8.85
	"Yavapai County, AZ"	"04025"	17	222255	Unreliable
	"Benton County, AR"	"05007"	23	249672	9.21
	"Garland County, AR"	"05051"	20	97177	20.58
	"Pulaski County, AR"	"05119"	21	392664	5.35
	"Sebastian County, AR"	"05131"	13	127780	Unreliable
	"Washington County, AR"	"05143"	11	225477	Unreliable
	"Alameda County, CA"	"06001"	69	1638215	4.21
	"Butte County, CA"	"06007"	17	225411	Unreliable
	"Contra Costa County, CA"	"06013"	50	1126745	4.44
	"Fresno County, CA"	"06019"	64	974861	6.57
	"Humboldt County, CA"	"06023"	28	135727	20.63
	"Imperial County, CA"	"06025"	20	180191	11.10
	"Kern County, CA"	"06029"	76	882176	8.62
	"Lake County, CA"	"06033"	19	64591	Unreliable
	"Los Angeles County, CA"	"06037"	288	10170292	2.83
	"Madera County, CA"	"06039"	10	154998	Unreliable
	"Mendocino County, CA"	"06045"	12	87649	Unreliable
	"Merced County, CA"	"06047"	20	268455	7.45
	"Monterey County, CA"	"06053"	13	433898	Unreliable
	"Orange County, CA"	"06059"	256	3169776	8.08
	"Placer County, CA"	"06061"	16	375391	Unreliable
	"Riverside County, CA"	"06065"	137	2361026	5.80
	"Sacramento County, CA"	"06067"	43	1501335	2.86
	"San Bernardino County, CA"	"06071"	39	2128133	1.83
	"San Diego County, CA"	"06073"	251	3299521	7.61
	"San Francisco County, CA"	"06075"	95	864816	10.98
	"San Joaquin County, CA"	"06077"	46	726106	6.34
	"San Luis Obispo County, CA"	"06079"	29	281401	10.31
	"San Mateo County, CA"	"06081"	25	765135	3.27
	"Santa Barbara County, CA"	"06083"	34	444769	7.64
	"Santa Clara County, CA"	"06085"	66	1918044	3.44
	"Santa Cruz County, CA"	"06087"	29	274146	10.58
	"Shasta County, CA"	"06089"	17	179533	Unreliable
	"Solano County, CA"	"06095"	20	436092	4.59
	"Sonoma County, CA"	"06097"	38	502146	7.57
	"Stanislaus County, CA"	"06099"	26	538388	4.83
