"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"San Luis Obispo County, CA"	"06079"	13	284010	Unreliable
	"San Mateo County, CA"	"06081"	40	769545	5.20
	"Santa Barbara County, CA"	"06083"	33	446527	7.39
	"Santa Clara County, CA"	"06085"	60	1937570	3.10
	"Santa Cruz County, CA"	"06087"	23	274255	8.39
	"Shasta County, CA"	"06089"	11	180040	Unreliable
	"Solano County, CA"	"06095"	20	446610	4.48
	"Sonoma County, CA"	"06097"	44	499942	8.80
	"Stanislaus County, CA"	"06099"	36	549815	6.55
	"Ventura County, CA"	"06111"	97	850967	11.40
	"Adams County, CO"	"08001"	69	511868	13.48
	"Arapahoe County, CO"	"08005"	71	651215	10.90
	"Boulder County, CO"	"08013"	21	326078	6.44
	"Denver County, CO"	"08031"	88	716492	12.28
	"El Paso County, CO"	"08041"	106	713856	14.85
	"Jefferson County, CO"	"08059"	59	580233	10.17
	"Larimer County, CO"	"08069"	23	350518	6.56
	"Mesa County, CO"	"08077"	12	153207	Unreliable
	"Pueblo County, CO"	"08101"	16	167529	Unreliable
	"Weld County, CO"	"08123"	27	314305	8.59
	"Fairfield County, CT"	"09001"	158	943823	16.74
	"Hartford County, CT"	"09003"	267	892697	29.91
	"Litchfield County, CT"	"09005"	72	181111	39.75
	"Middlesex County, CT"	"09007"	56	162682	34.42
	"New Haven County, CT"	"09009"	237	857620	27.63
	"New London County, CT"	"09011"	86	266784	32.24
	"Tolland County, CT"	"09013"	34	150921	22.53
	"Windham County, CT"	"09015"	38	117027	32.47
	"Kent County, DE"	"10001"	58	178550	32.48
	"New Castle County, DE"	"10003"	224	559335	40.05
	"Sussex County, DE"	"10005"	73	229286	31.84
	"District of Columbia, DC"	"11001"	191	702455	27.19
	"Alachua County, FL"	"12001"	13	269956	Unreliable
	"Bay County, FL"	"12005"	24	185287	12.95
	"Brevard County, FL"	"12009"	198	596849	33.17
	"Broward County, FL"	"12011"	222	1951260	11.38
	"Citrus County, FL"	"12017"	34	147929	22.98
	"Clay County, FL"	"12019"	45	216072	20.83
	"Collier County, FL"	"12021"	49	378488	12.95
	"Columbia County, FL"	"12023"	13	70503	Unreliable
	"Duval County, FL"	"12031"	251	950181	26.42
	"Escambia County, FL"	"12033"	55	315534	17.43
	"Flagler County, FL"	"12035"	14	112067	Unreliable
	"Hernando County, FL"	"12053"	22	190865	11.53
	"Highlands County, FL"	"12055"	11	105424	Unreliable
	"Hillsborough County, FL"	"12057"	216	1436888	15.03
	"Indian River County, FL"	"12061"	18	157413	Unreliable
	"Lake County, FL"	"12069"	33	356495	9.26
	"Lee County, FL"	"12071"	201	754610	26.64
	"Leon County, FL"	"12073"	13	292502	Unreliable
	"Manatee County, FL"	"12081"	74	394855	18.74
	"Marion County, FL"	"12083"	95	359977	26.39
	"Martin County, FL"	"12085"	25	160912	15.54
	"Miami-Dade County, FL"	"12086"	184	2761581	6.66
	"Monroe County, FL"	"12087"	16	75027	Unreliable
	"Nassau County, FL"	"12089"	15	85832	Unreliable
	"Okaloosa County, FL"	"12091"	45	207269	21.71
	"Orange County, FL"	"12095"	211	1380645	15.28
	"Osceola County, FL"	"12097"	68	367990	18.48
	"Palm Beach County, FL"	"12099"	330	1485941	22.21
	"Pasco County, FL"	"12101"	72	539630	13.34
	"Pinellas County, FL"	"12103"	147	975280	15.07
	"Polk County, FL"	"12105"	69	708009	9.75
	"Putnam County, FL"	"12107"	10	74163	Unreliable
	"St. Johns County, FL"	"12109"	22	254261	8.65
	"St. Lucie County, FL"	"12111"	28	321128	8.72
	"Santa Rosa County, FL"	"12113"	17	179349	Unreliable
	"Sarasota County, FL"	"12115"	65	426718	15.23
	"Seminole County, FL"	"12117"	77	467832	16.46
	"Sumter County, FL"	"12119"	12	128754	Unreliable
	"Volusia County, FL"	"12127"	119	547538	21.73
	"Barrow County, GA"	"13013"	11	80809	Unreliable
	"Bartow County, GA"	"13015"	14	106408	Unreliable
	"Chatham County, GA"	"13051"	32	289195	11.07
	"Cherokee County, GA"	"13057"	35	254149	13.77
	"Clayton County, GA"	"13063"	13	289615	Unreliable
	"Cobb County, GA"	"13067"	82	756865	10.83
	"Columbia County, GA"	"13073"	15	154291	Unreliable
	"Coweta County, GA"	"13077"	14	145864	Unreliable
	"DeKalb County, GA"	"13089"	55	756558	7.27
	"Douglas County, GA"	"13097"	18	145331	Unreliable
	"Floyd County, GA"	"13115"	11	97927	Unreliable
	"Forsyth County, GA"	"13117"	15	236612	Unreliable
	"Fulton County, GA"	"13121"	97	1050114	9.24
	"Gwinnett County, GA"	"13135"	74	927781	7.98
	"Hall County, GA"	"13139"	14	202148	Unreliable
	"Henry County, GA"	"13151"	28	230220	12.16
	"Muscogee County, GA"	"13215"	10	194160	Unreliable
	"Paulding County, GA"	"13223"	13	164044	Unreliable
	"Richmond County, GA"	"13245"	37	201554	18.36
	"Walton County, GA"	"13297"	15	93503	Unreliable
	"Hawaii County, HI"	"15001"	13	200983	Unreliable
	"Honolulu County, HI"	"15003"	31	980080	3.16
	"Maui County, HI"	"15009"	14	167207	Unreliable
	"Ada County, ID"	"16001"	49	469966	10.43
	"Canyon County, ID"	"16027"	10	223499	Unreliable
	"Kootenai County, ID"	"16055"	11	161505	Unreliable
	"Boone County, IL"	"17007"	11	53577	Unreliable
	"Champaign County, IL"	"17019"	20	209983	9.52
	"Cook County, IL"	"17031"	1007	5180493	19.44
	"DeKalb County, IL"	"17037"	13	104143	Unreliable
	"DuPage County, IL"	"17043"	135	928589	14.54
	"Grundy County, IL"	"17063"	11	50972	Unreliable
	"Jackson County, IL"	"17077"	14	57419	Unreliable
	"Kane County, IL"	"17089"	62	534216	11.61
	"Kankakee County, IL"	"17091"	24	110024	21.81
	"Kendall County, IL"	"17093"	15	127915	Unreliable
	"Lake County, IL"	"17097"	69	700832	9.85
	"LaSalle County, IL"	"17099"	35	109430	31.98
	"McHenry County, IL"	"17111"	48	308570	15.56
	"McLean County, IL"	"17113"	27	172828	15.62
	"Macon County, IL"	"17115"	14	104712	Unreliable
	"Madison County, IL"	"17119"	89	264461	33.65
	"Peoria County, IL"	"17143"	40	180621	22.15
	"St. Clair County, IL"	"17163"	54	261059	20.68
	"Sangamon County, IL"	"17167"	29	195348	14.85
	"Tazewell County, IL"	"17179"	18	132328	Unreliable
	"Vermilion County, IL"	"17183"	13	76806	Unreliable
	"Will County, IL"	"17197"	111	692310	16.03
	"Winnebago County, IL"	"17201"	129	284081	45.41
	"Allen County, IN"	"18003"	43	375351	11.46
	"Bartholomew County, IN"	"18005"	11	82753	Unreliable
	"Boone County, IN"	"18011"	14	66999	Unreliable
	"Clark County, IN"	"18019"	36	117360	30.67
	"Delaware County, IN"	"18035"	12	114772	Unreliable
	"Elkhart County, IN"	"18039"	20	205560	9.73
	"Fayette County, IN"	"18041"	14	23047	Unreliable
	"Floyd County, IN"	"18043"	16	77781	Unreliable
	"Franklin County, IN"	"18047"	10	22736	Unreliable
	"Grant County, IN"	"18053"	10	65936	Unreliable
	"Hamilton County, IN"	"18057"	29	330086	8.79
	"Hancock County, IN"	"18059"	16	76351	Unreliable
	"Hendricks County, IN"	"18063"	17	167009	Unreliable
	"Howard County, IN"	"18067"	14	82366	Unreliable
	"Jackson County, IN"	"18071"	15	44111	Unreliable
	"Johnson County, IN"	"18081"	18	156225	Unreliable
	"Lake County, IN"	"18089"	94	484411	19.41
	"La Porte County, IN"	"18091"	14	110007	Unreliable
	"Madison County, IN"	"18095"	17	129641	Unreliable
	"Marion County, IN"	"18097"	273	954670	28.60
	"Monroe County, IN"	"18105"	17	146917	Unreliable
	"Morgan County, IN"	"18109"	21	70116	29.95
	"Porter County, IN"	"18127"	24	169594	14.15
	"St. Joseph County, IN"	"18141"	45	270771	16.62
	"Tippecanoe County, IN"	"18157"	35	193048	18.13
	"Vanderburgh County, IN"	"18163"	26	180974	14.37
	"Wayne County, IN"	"18177"	36	65936	54.60
	"Linn County, IA"	"19113"	12	225909	Unreliable
	"Polk County, IA"	"19153"	47	487204	9.65
	"Scott County, IA"	"19163"	13	173283	Unreliable
	"Johnson County, KS"	"20091"	36	597555	6.02
	"Reno County, KS"	"20155"	10	62342	Unreliable
	"Sedgwick County, KS"	"20173"	35	513607	6.81
	"Shawnee County, KS"	"20177"	14	177499	Unreliable
	"Boone County, KY"	"21015"	42	131533	31.93
	"Boyd County, KY"	"21019"	27	47240	57.15
	"Bullitt County, KY"	"21029"	23	81069	28.37
	"Campbell County, KY"	"21037"	52	93152	55.82
	"Carter County, KY"	"21043"	11	27004	Unreliable
	"Clark County, KY"	"21049"	15	36249	Unreliable
	"Daviess County, KY"	"21059"	10	101104	Unreliable
	"Fayette County, KY"	"21067"	107	323780	33.05
	"Floyd County, KY"	"21071"	12	35845	Unreliable
	"Franklin County, KY"	"21073"	14	50815	Unreliable
	"Grant County, KY"	"21081"	10	25121	Unreliable
	"Greenup County, KY"	"21089"	13	35268	Unreliable
	"Jefferson County, KY"	"21111"	227	770517	29.46
	"Jessamine County, KY"	"21113"	16	53920	Unreliable
	"Kenton County, KY"	"21117"	81	166051	48.78
	"Madison County, KY"	"21151"	39	92368	42.22
	"Montgomery County, KY"	"21173"	10	28203	Unreliable
	"Pike County, KY"	"21195"	13	58402	Unreliable
	"Pulaski County, KY"	"21199"	11	64623	Unreliable
	"Scott County, KY"	"21209"	13	56031	Unreliable
	"Ascension Parish, LA"	"22005"	20	124672	16.04
	"East Baton Rouge Parish, LA"	"22033"	31	440956	7.03
	"Jefferson Parish, LA"	"22051"	125	434051	28.80
	"Livingston Parish, LA"	"22063"	16	139567	Unreliable
	"Orleans Parish, LA"	"22071"	36	391006	9.21
	"Rapides Parish, LA"	"22079"	19	130562	Unreliable
	"St. Tammany Parish, LA"	"22103"	72	258111	27.89
	"Washington Parish, LA"	"22117"	27	46582	57.96
	"Androscoggin County, ME"	"23001"	25	107679	23.22
	"Cumberland County, ME"	"23005"	60	293557	20.44
	"Kennebec County, ME"	"23011"	36	122083	29.49
	"Oxford County, ME"	"23017"	12	57618	Unreliable
	"Penobscot County, ME"	"23019"	39	151096	25.81
	"Somerset County, ME"	"23025"	10	50592	Unreliable
	"Washington County, ME"	"23029"	12	31490	Unreliable
	"York County, ME"	"23031"	54	206229	26.18
	"Allegany County, MD"	"24001"	30	70975	42.27
	"Anne Arundel County, MD"	"24003"	237	576031	41.14
	"Baltimore County, MD"	"24005"	411	828431	49.61
	"Calvert County, MD"	"24009"	36	92003	39.13
	"Caroline County, MD"	"24011"	10	33304	Unreliable
	"Carroll County, MD"	"24013"	70	168429	41.56
	"Cecil County, MD"	"24015"	62	102826	60.30
	"Charles County, MD"	"24017"	28	161503	17.34
	"Frederick County, MD"	"24021"	75	255648	29.34
	"Harford County, MD"	"24025"	93	253956	36.62
	"Howard County, MD"	"24027"	40	323196	12.38
	"Montgomery County, MD"	"24031"	77	1052567	7.32
	"Prince George's County, MD"	"24033"	103	909308	11.33
	"Queen Anne's County, MD"	"24035"	22	50251	43.78
	"St. Mary's County, MD"	"24037"	27	112664	23.97
	"Talbot County, MD"	"24041"	12	36968	Unreliable
	"Washington County, MD"	"24043"	79	150926	52.34
	"Wicomico County, MD"	"24045"	26	103195	25.20
	"Worcester County, MD"	"24047"	14	51823	Unreliable
	"Baltimore city, MD"	"24510"	616	602495	102.24
	"Barnstable County, MA"	"25001"	70	213413	32.80
	"Berkshire County, MA"	"25003"	40	126348	31.66
	"Bristol County, MA"	"25005"	215	564022	38.12
	"Essex County, MA"	"25009"	270	790638	34.15
	"Franklin County, MA"	"25011"	21	70963	29.59
	"Hampden County, MA"	"25013"	205	470406	43.58
	"Hampshire County, MA"	"25015"	37	161355	22.93
	"Middlesex County, MA"	"25017"	319	1614714	19.76
	"Norfolk County, MA"	"25021"	169	705388	23.96
	"Plymouth County, MA"	"25023"	150	518132	28.95
	"Suffolk County, MA"	"25025"	212	807252	26.26
	"Worcester County, MA"	"25027"	278	830839	33.46
	"Bay County, MI"	"26017"	10	103923	Unreliable
	"Berrien County, MI"	"26021"	24	154141	15.57
	"Calhoun County, MI"	"26025"	50	134487	37.18
	"Eaton County, MI"	"26045"	22	109826	20.03
	"Genesee County, MI"	"26049"	183	406892	44.98
	"Ingham County, MI"	"26065"	76	292735	25.96
	"Kalamazoo County, MI"	"26077"	42	264870	15.86
	"Kent County, MI"	"26081"	73	653786	11.17
	"Lapeer County, MI"	"26087"	13	88028	Unreliable
	"Lenawee County, MI"	"26091"	22	98266	22.39
	"Livingston County, MI"	"26093"	26	191224	13.60
	"Macomb County, MI"	"26099"	279	874759	31.89
	"Monroe County, MI"	"26115"	40	150439	26.59
	"Montcalm County, MI"	"26117"	12	63968	Unreliable
	"Muskegon County, MI"	"26121"	38	173588	21.89
	"Oakland County, MI"	"26125"	70	1259201	5.56
	"Ottawa County, MI"	"26139"	22	290494	7.57
	"Saginaw County, MI"	"26145"	29	190800	15.20
	"St. Clair County, MI"	"26147"	43	159337	26.99
	"Shiawassee County, MI"	"26155"	13	68192	Unreliable
	"Van Buren County, MI"	"26159"	11	75448	Unreliable
	"Washtenaw County, MI"	"26161"	73	370963	19.68
	"Wayne County, MI"	"26163"	678	1753893	38.66
	"Anoka County, MN"	"27003"	30	353813	8.48
	"Dakota County, MN"	"27037"	19	425423	Unreliable
	"Hennepin County, MN"	"27053"	129	1259428	10.24
	"Ramsey County, MN"	"27123"	24	550210	4.36
	"St. Louis County, MN"	"27137"	18	199754	Unreliable
	"DeSoto County, MS"	"28033"	25	182001	13.74
	"Harrison County, MS"	"28047"	17	206650	Unreliable
	"Hinds County, MS"	"28049"	13	237085	Unreliable
	"Rankin County, MS"	"28121"	13	153902	Unreliable
	"Boone County, MO"	"29019"	24	180005	13.33
	"Buchanan County, MO"	"29021"	10	88571	Unreliable
	"Clay County, MO"	"29047"	18	246365	Unreliable
	"Franklin County, MO"	"29071"	32	103670	30.87
	"Greene County, MO"	"29077"	48	291923	16.44
	"Jackson County, MO"	"29095"	66	700307	9.42
	"Jefferson County, MO"	"29099"	102	224347	45.47
	"Lincoln County, MO"	"29113"	16	57686	Unreliable
	"Pulaski County, MO"	"29169"	10	52014	Unreliable
	"St. Charles County, MO"	"29183"	105	399182	26.30
	"St. Louis County, MO"	"29189"	319	996945	32.00
	"Warren County, MO"	"29219"	11	34711	Unreliable
	"St. Louis city, MO"	"29510"	213	302838	70.33
	"Missoula County, MT"	"30063"	12	118791	Unreliable
	"Yellowstone County, MT"	"30111"	14	160137	Unreliable
	"Douglas County, NE"	"31055"	27	566880	4.76
	"Lancaster County, NE"	"31109"	10	317272	Unreliable
	"Sarpy County, NE"	"31153"	11	184459	Unreliable
	"Clark County, NV"	"32003"	265	2231647	11.87
	"Lyon County, NV"	"32019"	14	55808	Unreliable
	"Washoe County, NV"	"32031"	56	465735	12.02
	"Carson City, NV"	"32510"	11	55414	Unreliable
	"Belknap County, NH"	"33001"	25	61022	40.97
	"Carroll County, NH"	"33003"	10	48779	Unreliable
	"Cheshire County, NH"	"33005"	30	76493	39.22
	"Grafton County, NH"	"33009"	11	89786	Unreliable
	"Hillsborough County, NH"	"33011"	150	415247	36.12
	"Merrimack County, NH"	"33013"	45	151132	29.78
	"Rockingham County, NH"	"33015"	82	309176	26.52
	"Strafford County, NH"	"33017"	43	130090	33.05
	"Atlantic County, NJ"	"34001"	135	265429	50.86
	"Bergen County, NJ"	"34003"	123	936692	13.13
	"Burlington County, NJ"	"34005"	161	445384	36.15
	"Camden County, NJ"	"34007"	256	507078	50.49
	"Cape May County, NJ"	"34009"	46	92560	49.70
	"Cumberland County, NJ"	"34011"	96	150972	63.59
	"Essex County, NJ"	"34013"	248	799767	31.01
	"Gloucester County, NJ"	"34015"	146	291408	50.10
	"Hudson County, NJ"	"34017"	136	676061	20.12
	"Hunterdon County, NJ"	"34019"	13	124714	Unreliable
	"Mercer County, NJ"	"34021"	116	369811	31.37
	"Middlesex County, NJ"	"34023"	181	829685	21.82
	"Monmouth County, NJ"	"34025"	198	621354	31.87
	"Morris County, NJ"	"34027"	87	494228	17.60
	"Ocean County, NJ"	"34029"	218	601651	36.23
	"Passaic County, NJ"	"34031"	131	503310	26.03
	"Salem County, NJ"	"34033"	43	62607	68.68
	"Somerset County, NJ"	"34035"	44	331164	13.29
	"Sussex County, NJ"	"34037"	40	140799	28.41
	"Union County, NJ"	"34039"	131	558067	23.47
	"Warren County, NJ"	"34041"	34	105779	32.14
	"Bernalillo County, NM"	"35001"	135	678701	19.89
	"Dona Ana County, NM"	"35013"	21	217522	9.65
	"Eddy County, NM"	"35015"	10	57900	Unreliable
	"Rio Arriba County, NM"	"35039"	22	39006	56.40
	"Sandoval County, NM"	"35043"	19	145179	Unreliable
	"Santa Fe County, NM"	"35049"	29	150056	19.33
	"Valencia County, NM"	"35061"	19	76456	Unreliable
	"Albany County, NY"	"36001"	45	307117	14.65
	"Bronx County, NY"	"36005"	321	1432132	22.41
	"Broome County, NY"	"36007"	28	191659	14.61
	"Cayuga County, NY"	"36011"	12	77145	Unreliable
	"Chautauqua County, NY"	"36013"	21	127939	16.41
	"Delaware County, NY"	"36025"	13	44527	Unreliable
	"Dutchess County, NY"	"36027"	84	293718	28.60
	"Erie County, NY"	"36029"	168	919719	18.27
	"Genesee County, NY"	"36037"	17	57511	Unreliable
	"Greene County, NY"	"36039"	12	47491	Unreliable
	"Jefferson County, NY"	"36045"	10	111755	Unreliable
	"Kings County, NY"	"36047"	220	2582830	8.52
	"Livingston County, NY"	"36051"	15	63227	Unreliable
	"Madison County, NY"	"36053"	11	70795	Unreliable
	"Monroe County, NY"	"36055"	188	742474	25.32
	"Nassau County, NY"	"36059"	159	1358343	11.71
	"New York County, NY"	"36061"	214	1628701	13.14
	"Niagara County, NY"	"36063"	41	210433	19.48
	"Oneida County, NY"	"36065"	37	229577	16.12
	"Onondaga County, NY"	"36067"	80	461809	17.32
	"Ontario County, NY"	"36069"	14	109864	Unreliable
	"Orange County, NY"	"36071"	109	381951	28.54
	"Oswego County, NY"	"36075"	15	117898	Unreliable
	"Putnam County, NY"	"36079"	20	98892	20.22
	"Queens County, NY"	"36081"	189	2278906	8.29
	"Rensselaer County, NY"	"36083"	21	159442	13.17
	"Richmond County, NY"	"36085"	110	476179	23.10
	"Rockland County, NY"	"36087"	33	325695	10.13
	"Saratoga County, NY"	"36091"	24	230163	10.43
	"Schenectady County, NY"	"36093"	25	155350	16.09
	"Suffolk County, NY"	"36103"	345	1481093	23.29
	"Sullivan County, NY"	"36105"	34	75498	45.03
	"Tompkins County, NY"	"36109"	11	102793	Unreliable
	"Ulster County, NY"	"36111"	60	178599	33.59
	"Wayne County, NY"	"36117"	17	90064	Unreliable
	"Westchester County, NY"	"36119"	137	967612	14.16
	"Alamance County, NC"	"37001"	29	166436	17.42
	"Beaufort County, NC"	"37013"	12	47079	Unreliable
	"Brunswick County, NC"	"37019"	25	136744	18.28
	"Buncombe County, NC"	"37021"	71	259103	27.40
	"Burke County, NC"	"37023"	13	90382	Unreliable
	"Cabarrus County, NC"	"37025"	47	211342	22.24
	"Caldwell County, NC"	"37027"	14	82029	Unreliable
	"Carteret County, NC"	"37031"	20	69524	28.77
	"Catawba County, NC"	"37035"	20	158652	12.61
	"Craven County, NC"	"37049"	30	102912	29.15
	"Cumberland County, NC"	"37051"	73	332330	21.97
	"Dare County, NC"	"37055"	15	36501	Unreliable
	"Davidson County, NC"	"37057"	36	166614	21.61
	"Durham County, NC"	"37063"	36	316739	11.37
	"Edgecombe County, NC"	"37065"	10	52005	Unreliable
	"Forsyth County, NC"	"37067"	94	379099	24.80
	"Franklin County, NC"	"37069"	20	67560	29.60
	"Gaston County, NC"	"37071"	37	222846	16.60
	"Guilford County, NC"	"37081"	96	533670	17.99
	"Halifax County, NC"	"37083"	12	50574	Unreliable
	"Harnett County, NC"	"37085"	23	134214	17.14
	"Haywood County, NC"	"37087"	13	61971	Unreliable
	"Henderson County, NC"	"37089"	15	116748	Unreliable
	"Iredell County, NC"	"37097"	26	178435	14.57
	"Jackson County, NC"	"37099"	11	43327	Unreliable
	"Johnston County, NC"	"37101"	20	202675	9.87
	"Lee County, NC"	"37105"	10	61452	Unreliable
	"Lincoln County, NC"	"37109"	14	83770	Unreliable
	"Mecklenburg County, NC"	"37119"	169	1093901	15.45
	"Nash County, NC"	"37127"	22	94016	23.40
	"New Hanover County, NC"	"37129"	69	232274	29.71
	"Onslow County, NC"	"37133"	39	197683	19.73
	"Orange County, NC"	"37135"	21	146027	14.38
	"Pender County, NC"	"37141"	12	62162	Unreliable
	"Person County, NC"	"37145"	10	39507	Unreliable
	"Pitt County, NC"	"37147"	31	179914	17.23
	"Randolph County, NC"	"37151"	42	143351	29.30
	"Robeson County, NC"	"37155"	21	131831	15.93
	"Rockingham County, NC"	"37157"	26	90690	28.67
	"Rowan County, NC"	"37159"	37	141262	26.19
	"Sampson County, NC"	"37163"	11	63626	Unreliable
	"Stanly County, NC"	"37167"	22	62075	35.44
	"Stokes County, NC"	"37169"	13	45467	Unreliable
	"Surry County, NC"	"37171"	20	71948	27.80
	"Union County, NC"	"37179"	31	235908	13.14
	"Wake County, NC"	"37183"	102	1092305	9.34
	"Wayne County, NC"	"37191"	21	123248	17.04
	"Wilkes County, NC"	"37193"	15	68557	Unreliable
	"Yadkin County, NC"	"37197"	12	37543	Unreliable
	"Cass County, ND"	"38017"	11	181516	Unreliable
	"Ashtabula County, OH"	"39007"	22	97493	22.57
	"Belmont County, OH"	"39013"	10	67505	Unreliable
	"Brown County, OH"	"39015"	24	43602	55.04
	"Butler County, OH"	"39017"	152	382378	39.75
	"Clark County, OH"	"39023"	64	134585	47.55
	"Clermont County, OH"	"39025"	69	205466	33.58
	"Clinton County, OH"	"39027"	12	42057	Unreliable
	"Crawford County, OH"	"39033"	11	41550	Unreliable
	"Cuyahoga County, OH"	"39035"	395	1243857	31.76
	"Darke County, OH"	"39037"	14	51323	Unreliable
	"Delaware County, OH"	"39041"	28	204826	13.67
	"Erie County, OH"	"39043"	21	74615	28.14
	"Fairfield County, OH"	"39045"	23	155782	14.76
	"Franklin County, OH"	"39049"	435	1310300	33.20
	"Gallia County, OH"	"39053"	14	29979	Unreliable
	"Greene County, OH"	"39057"	44	167995	26.19
	"Hamilton County, OH"	"39061"	326	816684	39.92
	"Hancock County, OH"	"39063"	21	75930	27.66
	"Hocking County, OH"	"39073"	10	28385	Unreliable
	"Huron County, OH"	"39077"	16	58504	Unreliable
	"Jefferson County, OH"	"39081"	15	65767	Unreliable
	"Lake County, OH"	"39085"	63	230514	27.33
	"Lawrence County, OH"	"39087"	27	59866	45.10
	"Licking County, OH"	"39089"	18	175769	Unreliable
	"Lorain County, OH"	"39093"	89	309461	28.76
	"Lucas County, OH"	"39095"	138	429899	32.10
	"Mahoning County, OH"	"39099"	85	229642	37.01
	"Marion County, OH"	"39101"	21	65256	32.18
	"Medina County, OH"	"39103"	34	179146	18.98
	"Meigs County, OH"	"39105"	13	23106	Unreliable
	"Miami County, OH"	"39109"	25	106222	23.54
	"Montgomery County, OH"	"39113"	250	532331	46.96
	"Muskingum County, OH"	"39119"	22	86183	25.53
	"Pickaway County, OH"	"39129"	14	58086	Unreliable
	"Pike County, OH"	"39131"	13	28067	Unreliable
	"Portage County, OH"	"39133"	27	162927	16.57
	"Preble County, OH"	"39135"	10	40997	Unreliable
	"Richland County, OH"	"39139"	44	121099	36.33
	"Ross County, OH"	"39141"	32	76931	41.60
	"Sandusky County, OH"	"39143"	14	58799	Unreliable
	"Scioto County, OH"	"39145"	39	75502	51.65
	"Stark County, OH"	"39151"	59	371574	15.88
	"Summit County, OH"	"39153"	103	541918	19.01
	"Trumbull County, OH"	"39155"	73	198627	36.75
	"Tuscarawas County, OH"	"39157"	11	92176	Unreliable
	"Warren County, OH"	"39165"	39	232173	16.80
	"Washington County, OH"	"39167"	12	60155	Unreliable
	"Wayne County, OH"	"39169"	14	115967	Unreliable
	"Canadian County, OK"	"40017"	12	144447	Unreliable
	"Cleveland County, OK"	"40027"	18	281669	Unreliable
	"Oklahoma County, OK"	"40109"	58	792582	7.32
	"Pottawatomie County, OK"	"40125"	10	72679	Unreliable
	"Tulsa County, OK"	"40143"	61	648360	9.41
	"Clackamas County, OR"	"41005"	21	416075	5.05
	"Clatsop County, OR"	"41007"	10	39764	Unreliable
	"Jackson County, OR"	"41029"	29	219564	13.21
	"Lane County, OR"	"41039"	38	379611	10.01
	"Marion County, OR"	"41047"	12	346868	Unreliable
	"Multnomah County, OR"	"41051"	120	811880	14.78
	"Washington County, OR"	"41067"	29	597695	4.85
	"Adams County, PA"	"42001"	11	102811	Unreliable
	"Allegheny County, PA"	"42003"	391	1218452	32.09
	"Beaver County, PA"	"42007"	23	164742	13.96
	"Berks County, PA"	"42011"	77	420152	18.33
	"Bucks County, PA"	"42017"	117	628195	18.62
	"Butler County, PA"	"42019"	37	187888	19.69
	"Cambria County, PA"	"42021"	22	131730	16.70
	"Carbon County, PA"	"42025"	12	64227	Unreliable
	"Chester County, PA"	"42029"	110	522046	21.07
	"Clearfield County, PA"	"42033"	15	79388	Unreliable
	"Columbia County, PA"	"42037"	11	65456	Unreliable
	"Crawford County, PA"	"42039"	20	85063	23.51
	"Cumberland County, PA"	"42041"	28	251423	11.14
	"Dauphin County, PA"	"42043"	57	277097	20.57
